,id,name,certifi
10010,w010011,"Caesar,Chang",Y
10011,w010012,"Bid,Li",Y
10012,w010013,"Dave,Hsu",Y
10013,w010014,"Kay,Hsu",Y
10014,w010015,"Derek,Shen",Y
10015,w010016,"Gillian,Shen",Y
10016,w010017,"Bobby,Chen",Y
10017,w010018,"Deb,Chou",Y
10018,w010019,"Kay,Li",Y
10019,w010020,"Craig,Hsu",Y
10020,w010021,"Basil,Chang",Y
10021,w010022,"Gene,Cheng",Y
10022,w010023,"Theo,Chen",Y
10023,w010024,"Carmen,Wang",Y
10024,w010025,"Dominic,Chao",Y
10025,w010026,"Bradford,Li",Y
10026,w010027,"Kathy,Li",Y
10027,w010028,"Helen,Shen",Y
10028,w010029,"Miles,Chang",Y
10029,w010030,"Hugh,Wang",Y
10030,w010031,"Eli,Chou",Y
10031,w010032,"Gideon,Li",Y
10032,w010033,"Dermot,Hsu",Y
10033,w010034,"Natalie,Chen",Y
10034,w010035,"Abe,Chou",Y
10035,w010036,"Errol,Wang",Y
10036,w010037,"Ivy,Wu",Y
10037,w010038,"Burt,Chou",Y
10038,w010039,"Dave,Wang",Y
10039,w010040,"Aurora,Chou",Y
10040,w010041,"Ira,Chang",Y
10041,w010042,"Nahum,Chu",Y
10042,w010043,"George,Li",Y
10043,w010044,"Van,Chu",Y
10044,w010045,"Morgan,Shen",Y
10045,w010046,"Sophia,Shen",Y
10046,w010047,"Dermot,Shen",Y
10047,w010048,"Chloe,Yang",Y
10048,w010049,"Louis,Chou",Y
10049,w010050,"Ralph,Wang",Y
10050,w010051,"Hector,Wu",Y
10051,w010052,"Donna,Shen",Y
10052,w010053,"Barnaby,Wang",Y
10053,w010054,"Tricia,Wang",Y
10054,w010055,"Robert,Wu",Y
10055,w010056,"Alanna,Wang",Y
10056,w010057,"Donna,Wang",Y
10057,w010058,"Randy,Hsu",Y
10058,w010059,"Maria,Lu",Y
10059,w010060,"Ella,Shen",Y
10060,w010061,"Natalie,Chen",Y
10061,w010062,"Dermot,Chang",Y
10062,w010063,"Alexis,Chang",Y
10063,w010064,"Leo,Chou",Y
10064,w010065,"Candice,Chen",Y
10065,w010066,"Cyril,Lu",Y
10066,w010067,"Clyde,Chao",Y
10067,w010068,"Theo,Wang",Y
10068,w010069,"Baldwin,Li",Y
10069,w010070,"Deb,Wang",Y
10070,w010071,"Gene,Chou",Y
10071,w010072,"Elva,Yang",Y
10072,w010073,"Adolf,Wang",Y
10073,w010074,"Allen,Chang",Y
10074,w010075,"Ella,Shen",Y
10075,w010076,"Carlton,Chu",Y
10076,w010077,"William,Li",Y
10077,w010078,"Wayne,Yang",Y
10078,w010079,"Eleanora,Wang",Y
10079,w010080,"Steve,Wu",Y
10080,w010081,"Basil,Wu",Y
10081,w010082,"Clyde,Hsu",Y
10082,w010083,"Babs,Hsu",Y
10083,w010084,"Randy,Chang",Y
10084,w010085,"Eliot,Chou",Y
10085,w010086,"Glen,Hsu",Y
10086,w010087,"Natalie,Yang",Y
10087,w010088,"Freda,Chou",Y
10088,w010089,"Daphne,Chang",Y
10089,w010090,"Donna,Hsu",Y
10090,w010091,"Randy,Cheng",Y
10091,w010092,"Craig,Shen",Y
10092,w010093,"Ross,Hsu",Y
10093,w010094,"Cliff,Wu",Y
10094,w010095,"Ralph,Chu",Y
10095,w010096,"Dave,Chou",Y
10096,w010097,"Doug,Li",Y
10097,w010098,"Flo,Lu",Y
10098,w010099,"Elsa,Hsu",Y
10099,w010100,"Willy,Hsu",Y
10100,w010101,"Lou,Cheng",Y
10101,w010102,"Burt,Chu",Y
10102,w010103,"Doug,Yang",Y
10103,w010104,"Sophia,Chang",Y
10104,w010105,"Micky,Hsu",Y
10105,w010106,"Donna,Li",Y
10106,w010107,"Chloe,Wu",Y
10107,w010108,"Bid,Wu",Y
10108,w010109,"Libby,Chou",Y
10109,w010110,"Bryan,Chu",Y
10110,w010111,"Mia,Wu",Y
10111,w010112,"Clive,Wu",Y
10112,w010113,"Dirk,Li",Y
10113,w010114,"Charles,Wu",Y
10114,w010115,"Joanna,Chang",Y
10115,w010116,"Charles,Li",Y
10116,w010117,"Bobby,Lu",Y
10117,w010118,"Elva,Li",Y
10118,w010119,"Cliff,Chen",Y
10119,w010120,"Basil,Chen",Y
10120,w010121,"Abner,Hsu",Y
10121,w010122,"Eugene,Wang",Y
10122,w010123,"Sal,Chen",Y
10123,w010124,"Alanna,Lu",Y
10124,w010125,"Randy,Wu",Y
10125,w010126,"Elva,Wang",Y
10126,w010127,"Marshall,Chen",Y
10127,w010128,"Nell,Chang",Y
10128,w010129,"Deb,Chen",Y
10129,w010130,"Clark,Chao",Y
10130,w010131,"Robert,Chou",Y
10131,w010132,"Charles,Wu",Y
10132,w010133,"Gwen,Hsu",Y
10133,w010134,"Miles,Wu",Y
10134,w010135,"Ella,Wu",Y
10135,w010136,"Katharine,Hsu",Y
10136,w010137,"Bernard,Li",Y
10137,w010138,"Abel,Chao",Y
10138,w010139,"Bert,Chang",Y
10139,w010140,"Max,Chen",Y
10140,w010141,"Trudie,Chou",Y
10141,w010142,"Brian,Wang",Y
10142,w010143,"Calvin,Hsu",Y
10143,w010144,"Randy,Shen",Y
10144,w010145,"Olive,Li",Y
10145,w010146,"Christian,Li",Y
10146,w010147,"Doris,Chou",Y
10147,w010148,"Edgar,Chen",Y
10148,w010149,"Kay,Chao",Y
10149,w010150,"Nancy,Chen",Y
10150,w010151,"Dan,Li",Y
10151,w010152,"Alexis,Chou",Y
10152,w010153,"Elva,Chang",Y
10153,w010154,"Dexter,Wu",Y
10154,w010155,"Candice,Chang",Y
10155,w010156,"Irwin,Wu",Y
10156,w010157,"Willa,Chou",Y
10157,w010158,"Robert,Lu",Y
10158,w010159,"Katharine,Wu",Y
10159,w010160,"Edward,Hsu",Y
10160,w010161,"Cora,Li",Y
10161,w010162,"Cleo,Yang",Y
10162,w010163,"Gillian,Wang",Y
10163,w010164,"Russell,Hsu",Y
10164,w010165,"Katharine,Chu",Y
10165,w010166,"Trudie,Li",Y
10166,w010167,"Flo,Chen",Y
10167,w010168,"Bradford,Hsu",Y
10168,w010169,"Chloe,Chang",Y
10169,w010170,"Bryan,Hsu",Y
10170,w010171,"Carmen,Hsu",Y
10171,w010172,"Dwight,Chen",Y
10172,w010173,"Stanley,Chang",Y
10173,w010174,"Bryan,Chou",Y
10174,w010175,"Mia,Wang",Y
10175,w010176,"Eli,Li",Y
10176,w010177,"Constant,Wang",Y
10177,w010178,"Steve,Wu",Y
10178,w010179,"Adrian,Wang",Y
10179,w010180,"Eric,Wang",Y
10180,w010181,"Jennifer,Wang",Y
10181,w010182,"Errol,Hsu",Y
10182,w010183,"Nelson,Chao",Y
10183,w010184,"Anna,Chang",Y
10184,w010185,"Kristen,Hsu",Y
10185,w010186,"Glen,Wang",Y
10186,w010187,"Stanley,Wang",Y
10187,w010188,"Clive,Chou",Y
10188,w010189,"Flo,Chen",Y
10189,w010190,"Dwight,Hsu",Y
10190,w010191,"Irwin,Hsu",Y
10191,w010192,"Gideon,Chou",Y
10192,w010193,"Leo,Wu",Y
10193,w010194,"Bernard,Chou",Y
10194,w010195,"Alanna,Chou",Y
10195,w010196,"Terence,Wang",Y
10196,w010197,"Elaine,Shen",Y
10197,w010198,"Sue,Yang",Y
10198,w010199,"Edna,Wu",Y
10199,w010200,"Wesley,Lu",Y
10200,w010201,"Jessica,Li",Y
10201,w010202,"Charles,Cheng",Y
10202,w010203,"Dirk,Lu",Y
10203,w010204,"Bryan,Wang",Y
10204,w010205,"Dominic,Lu",Y
10205,w010206,"Jackie,Yang",Y
10206,w010207,"Cleo,Hsu",Y
10207,w010208,"Chris,Wang",Y
10208,w010209,"Darren,Chou",Y
10209,w010210,"Anna,Chang",Y
10210,w010211,"Jessica,Chu",Y
10211,w010212,"Anna,Wang",Y
10212,w010213,"Gwen,Shen",Y
10213,w010214,"Dominic,Chen",Y
10214,w010215,"Larry,Li",Y
10215,w010216,"Elva,Hsu",Y
10216,w010217,"Burt,Hsu",Y
10217,w010218,"Clark,Chou",Y
10218,w010219,"Chris,Hsu",Y
10219,w010220,"Baldwin,Chu",Y
10220,w010221,"Abner,Cheng",Y
10221,w010222,"Doug,Hsu",Y
10222,w010223,"Ella,Cheng",Y
10223,w010224,"Russell,Chang",Y
10224,w010225,"Bonny,Chou",Y
10225,w010226,"Bernard,Wu",Y
10226,w010227,"Wayne,Chou",Y
10227,w010228,"Sal,Wu",Y
10228,w010229,"William,Wang",Y
10229,w010230,"Bob,Wu",Y
10230,w010231,"Joanna,Chen",Y
10231,w010232,"Russell,Li",Y
10232,w010233,"Carlton,Chen",Y
10233,w010234,"Willa,Chen",Y
10234,w010235,"Rob,Wang",Y
10235,w010236,"Donna,Chen",Y
10236,w010237,"Kristen,Hsu",Y
10237,w010238,"Caesar,Shen",Y
10238,w010239,"Bob,Chen",Y
10239,w010240,"Nancy,Shen",Y
10240,w010241,"Dominic,Chen",Y
10241,w010242,"Daniel,Shen",Y
10242,w010243,"Chloe,Yang",Y
10243,w010244,"Clive,Shen",Y
10244,w010245,"Napoleon,Chu",Y
10245,w010246,"Carmen,Chang",Y
10246,w010247,"Willy,Wang",Y
10247,w010248,"Elaine,Shen",Y
10248,w010249,"Ross,Chang",Y
10249,w010250,"Terence,Chang",Y
10250,w010251,"Jed,Chao",Y
10251,w010252,"Chris,Wu",Y
10252,w010253,"Nancy,Chang",Y
10253,w010254,"Brian,Hsu",Y
10254,w010255,"Bid,Chou",Y
10255,w010256,"Ira,Wu",Y
10256,w010257,"Christian,Wang",Y
10257,w010258,"Charles,Wang",Y
10258,w010259,"Maria,Li",Y
10259,w010260,"Dermot,Yang",Y
10260,w010261,"Nelson,Chou",Y
10261,w010262,"Olive,Wu",Y
10262,w010263,"Bert,Wang",Y
10263,w010264,"Libby,Wu",Y
10264,w010265,"Hector,Wu",Y
10265,w010266,"Christian,Chou",Y
10266,w010267,"Bert,Yang",Y
10267,w010268,"Linnea,Chou",Y
10268,w010269,"Alden,Cheng",Y
10269,w010270,"Kirk,Chen",Y
10270,w010271,"Tricia,Yang",Y
10271,w010272,"Clyde,Chao",Y
10272,w010273,"Stanley,Shen",Y
10273,w010274,"Bradford,Shen",Y
10274,w010275,"Bradford,Chou",Y
10275,w010276,"Millie,Chou",Y
10276,w010277,"Penny,Wang",Y
10277,w010278,"Dottie,Hsu",Y
10278,w010279,"Cyril,Wang",Y
10279,w010280,"Irwin,Chang",Y
10280,w010281,"Carlton,Chu",Y
10281,w010282,"Daphne,Hsu",Y
10282,w010283,"Olive,Chou",Y
10283,w010284,"Jackie,Chu",Y
10284,w010285,"Cyril,Wang",Y
10285,w010286,"Kathy,Chu",Y
10286,w010287,"Theo,Wu",Y
10287,w010288,"Abe,Yang",Y
10288,w010289,"Calvin,Wang",Y
10289,w010290,"Ella,Li",Y
10290,w010291,"Hugh,Hsu",Y
10291,w010292,"Bradford,Li",Y
10292,w010293,"Eleanora,Chou",Y
10293,w010294,"Flo,Lu",Y
10294,w010295,"Dave,Yang",Y
10295,w010296,"Joshua,Lu",Y
10296,w010297,"Anna,Wang",Y
10297,w010298,"Bert,Chou",Y
10298,w010299,"Bradford,Hsu",Y
10299,w010300,"Adolf,Wu",Y
10300,w010301,"Babs,Hsu",Y
10301,w010302,"Max,Chou",Y
10302,w010303,"Gillian,Hsu",Y
10303,w010304,"Daniel,Wu",Y
10304,w010305,"Penny,Chen",Y
10305,w010306,"Edward,Chu",Y
10306,w010307,"Wayne,Li",Y
10307,w010308,"Mia,Chang",Y
10308,w010309,"Flo,Chu",Y
10309,w010310,"Dave,Chou",Y
10310,w010311,"Flo,Lu",Y
10311,w010312,"Edith,Shen",Y
10312,w010313,"Babs,Li",Y
10313,w010314,"Cleo,Wu",Y
10314,w010315,"Reese,Yang",Y
10315,w010316,"Darren,Chao",Y
10316,w010317,"Cora,Wang",Y
10317,w010318,"Millie,Chen",Y
10318,w010319,"Millie,Chou",Y
10319,w010320,"Lou,Shen",Y
10320,w010321,"Napoleon,Wang",Y
10321,w010322,"Cliff,Chu",Y
10322,w010323,"Dwight,Lu",Y
10323,w010324,"Adrian,Wu",Y
10324,w010325,"Dottie,Chou",Y
10325,w010326,"Chloe,Lu",Y
10326,w010327,"Caesar,Wu",Y
10327,w010328,"Stanley,Chou",Y
10328,w010329,"Adrian,Chao",Y
10329,w010330,"Bert,Hsu",Y
10330,w010331,"Maria,Yang",Y
10331,w010332,"Ed,Hsu",Y
10332,w010333,"Dick,Cheng",Y
10333,w010334,"Maria,Chou",Y
10334,w010335,"Anna,Chen",Y
10335,w010336,"Bryan,Shen",Y
10336,w010337,"George,Wu",Y
10337,w010338,"Edgar,Chou",Y
10338,w010339,"Marshall,Hsu",Y
10339,w010340,"Edward,Chou",Y
10340,w010341,"Christian,Chou",Y
10341,w010342,"Louis,Wang",Y
10342,w010343,"Randy,Cheng",Y
10343,w010344,"Aileen,Cheng",Y
10344,w010345,"Doug,Chu",Y
10345,w010346,"Gideon,Hsu",Y
10346,w010347,"Gillian,Wang",Y
10347,w010348,"Otto,Lu",Y
10348,w010349,"George,Wu",Y
10349,w010350,"Edith,Wang",Y
10350,w010351,"Edith,Wang",Y
10351,w010352,"Skylar,Shen",Y
10352,w010353,"Ed,Chao",Y
10353,w010354,"Errol,Chang",Y
10354,w010355,"Jeremy,Chen",Y
10355,w010356,"Linnea,Li",Y
10356,w010357,"Hugh,Yang",Y
10357,w010358,"Anna,Wu",Y
10358,w010359,"Freda,Shen",Y
10359,w010360,"Gideon,Wang",Y
10360,w010361,"Elsa,Chao",Y
10361,w010362,"Penny,Chen",Y
10362,w010363,"Libby,Chou",Y
10363,w010364,"Sue,Wang",Y
10364,w010365,"Dominic,Yang",Y
10365,w010366,"Katharine,Wang",Y
10366,w010367,"Bob,Wu",Y
10367,w010368,"Van,Shen",Y
10368,w010369,"Natalie,Chen",Y
10369,w010370,"Joshua,Wang",Y
10370,w010371,"Anna,Chou",Y
10371,w010372,"Morgan,Li",Y
10372,w010373,"Kit,Wang",Y
10373,w010374,"Sophia,Chou",Y
10374,w010375,"Bruce,Hsu",Y
10375,w010376,"Dan,Wang",Y
10376,w010377,"Marshall,Hsu",Y
10377,w010378,"Nell,Chao",Y
10378,w010379,"Burt,Lu",Y
10379,w010380,"Maud,Chu",Y
10380,w010381,"Marshall,Chang",Y
10381,w010382,"Skylar,Wang",Y
10382,w010383,"Van,Li",Y
10383,w010384,"Jed,Wang",Y
10384,w010385,"Nova,Chu",Y
10385,w010386,"Jed,Chao",Y
10386,w010387,"Bonny,Wang",Y
10387,w010388,"Dwight,Wang",Y
10388,w010389,"Bradford,Wang",Y
10389,w010390,"Sophia,Wu",Y
10390,w010391,"Chloe,Wu",Y
10391,w010392,"Eli,Yang",Y
10392,w010393,"Reese,Hsu",Y
10393,w010394,"Colin,Wang",Y
10394,w010395,"Caesar,Chou",Y
10395,w010396,"George,Wu",Y
10396,w010397,"Skylar,Chou",Y
10397,w010398,"Linnea,Wu",Y
10398,w010399,"Bob,Wang",Y
10399,w010400,"Irwin,Chen",Y
10400,w010401,"Willy,Li",Y
10401,w010402,"Jackie,Chang",Y
10402,w010403,"Allen,Wang",Y
10403,w010404,"Doug,Wu",Y
10404,w010405,"Eliot,Wang",Y
10405,w010406,"Randy,Shen",Y
10406,w010407,"Helen,Chen",Y
10407,w010408,"Jennifer,Yang",Y
10408,w010409,"Barnaby,Chen",Y
10409,w010410,"Caesar,Shen",Y
10410,w010411,"Dirk,Chen",Y
10411,w010412,"Elsa,Li",Y
10412,w010413,"Doug,Chou",Y
10413,w010414,"Bradford,Chou",Y
10414,w010415,"Maria,Wang",Y
10415,w010416,"Sue,Wang",Y
10416,w010417,"Edward,Chen",Y
10417,w010418,"Bernard,Wu",Y
10418,w010419,"Sal,Wu",Y
10419,w010420,"Danny,Chou",Y
10420,w010421,"Charles,Hsu",Y
10421,w010422,"Gideon,Chao",Y
10422,w010423,"Sophia,Shen",Y
10423,w010424,"Millie,Wu",Y
10424,w010425,"Katharine,Wu",Y
10425,w010426,"Kathy,Cheng",Y
10426,w010427,"Clive,Chu",Y
10427,w010428,"Bert,Wu",Y
10428,w010429,"Stanley,Wu",Y
10429,w010430,"Bruce,Wang",Y
10430,w010431,"Doris,Chou",Y
10431,w010432,"Allen,Li",Y
10432,w010433,"Sal,Chao",Y
10433,w010434,"Aurora,Wang",Y
10434,w010435,"Helen,Hsu",Y
10435,w010436,"Theo,Chu",Y
10436,w010437,"Kay,Wang",Y
10437,w010438,"Elsa,Yang",Y
10438,w010439,"Dexter,Hsu",Y
10439,w010440,"Rob,Chen",Y
10440,w010441,"Stanley,Hsu",Y
10441,w010442,"Basil,Hsu",Y
10442,w010443,"Rick,Chen",Y
10443,w010444,"Elva,Hsu",Y
10444,w010445,"Steve,Chen",Y
10445,w010446,"Gillian,Wu",Y
10446,w010447,"Olive,Chao",Y
10447,w010448,"Leo,Chen",Y
10448,w010449,"Joanna,Wu",Y
10449,w010450,"Kay,Li",Y
10450,w010451,"Ed,Chen",Y
10451,w010452,"Daphne,Chu",Y
10452,w010453,"Steve,Shen",Y
10453,w010454,"Nova,Cheng",Y
10454,w010455,"Colin,Wang",Y
10455,w010456,"Burt,Chen",Y
10456,w010457,"Linnea,Lu",Y
10457,w010458,"Ella,Hsu",Y
10458,w010459,"Jed,Chen",Y
10459,w010460,"Miles,Wu",Y
10460,w010461,"Calvin,Chang",Y
10461,w010462,"Don,Chou",Y
10462,w010463,"Abner,Hsu",Y
10463,w010464,"Edith,Wang",Y
10464,w010465,"Dominic,Chao",Y
10465,w010466,"Bradford,Chen",Y
10466,w010467,"Doris,Wang",Y
10467,w010468,"Louis,Cheng",Y
10468,w010469,"Aurora,Shen",Y
10469,w010470,"Craig,Wu",Y
10470,w010471,"Kay,Cheng",Y
10471,w010472,"Eugene,Wu",Y
10472,w010473,"Kirk,Wang",Y
10473,w010474,"Elaine,Chu",Y
10474,w010475,"Irwin,Cheng",Y
10475,w010476,"Gene,Wu",Y
10476,w010477,"Danny,Wang",Y
10477,w010478,"Cleo,Chou",Y
10478,w010479,"Aurora,Chen",Y
10479,w010480,"Olympia,Chen",Y
10480,w010481,"Bid,Chang",Y
10481,w010482,"Randy,Shen",Y
10482,w010483,"George,Wang",Y
10483,w010484,"Morgan,Li",Y
10484,w010485,"Rick,Wu",Y
10485,w010486,"Bobby,Chou",Y
10486,w010487,"Clarence,Chou",Y
10487,w010488,"Elva,Chen",Y
10488,w010489,"Don,Chu",Y
10489,w010490,"Danny,Wu",Y
10490,w010491,"Derek,Chou",Y
10491,w010492,"Laban,Wang",Y
10492,w010493,"Steve,Chang",Y
10493,w010494,"Maud,Hsu",Y
10494,w010495,"Gillian,Lu",Y
10495,w010496,"Gwen,Chao",Y
10496,w010497,"Babs,Lu",Y
10497,w010498,"Jackie,Chu",Y
10498,w010499,"Chris,Chang",Y
10499,w010500,"Libby,Shen",Y
10500,w010501,"Donna,Wang",Y
10501,w010502,"Christian,Lu",Y
10502,w010503,"Kristen,Chang",Y
10503,w010504,"Jennifer,Yang",Y
10504,w010505,"Donna,Lu",Y
10505,w010506,"Nell,Chou",Y
10506,w010507,"Joanna,Chu",Y
10507,w010508,"Terence,Wang",Y
10508,w010509,"Eric,Chen",Y
10509,w010510,"Bernard,Chang",Y
10510,w010511,"Ira,Hsu",Y
10511,w010512,"Jackie,Wu",Y
10512,w010513,"Edward,Wang",Y
10513,w010514,"Kay,Chu",Y
10514,w010515,"Eleanora,Wu",Y
10515,w010516,"Eli,Yang",Y
10516,w010517,"Bryan,Wang",Y
10517,w010518,"Adolf,Chao",Y
10518,w010519,"Amy,Chen",Y
10519,w010520,"William,Chen",Y
10520,w010521,"Alanna,Chang",Y
10521,w010522,"Anna,Wang",Y
10522,w010523,"Nova,Chang",Y
10523,w010524,"Alanna,Wang",Y
10524,w010525,"Sal,Chao",Y
10525,w010526,"Sal,Wang",Y
10526,w010527,"Aileen,Li",Y
10527,w010528,"Maud,Li",Y
10528,w010529,"Libby,Lu",Y
10529,w010530,"Aurora,Chang",Y
10530,w010531,"Clarence,Chou",Y
10531,w010532,"Rick,Wang",Y
10532,w010533,"Eugene,Wu",Y
10533,w010534,"Glen,Wang",Y
10534,w010535,"Bid,Wu",Y
10535,w010536,"Bob,Shen",Y
10536,w010537,"Irwin,Hsu",Y
10537,w010538,"Libby,Chen",Y
10538,w010539,"Bradford,Hsu",Y
10539,w010540,"Larry,Wang",Y
10540,w010541,"Clyde,Wu",Y
10541,w010542,"Gene,Shen",Y
10542,w010543,"Dave,Shen",Y
10543,w010544,"Bernard,Li",Y
10544,w010545,"Trudie,Cheng",Y
10545,w010546,"Ella,Li",Y
10546,w010547,"Dirk,Chen",Y
10547,w010548,"Dexter,Yang",Y
10548,w010549,"Cora,Wu",Y
10549,w010550,"Kirk,Yang",Y
10550,w010551,"Dave,Yang",Y
10551,w010552,"Ralph,Chen",Y
10552,w010553,"Penny,Chen",Y
10553,w010554,"Emma,Chen",Y
10554,w010555,"Calvin,Hsu",Y
10555,w010556,"Kay,Wu",Y
10556,w010557,"Calvin,Yang",Y
10557,w010558,"Jackie,Cheng",Y
10558,w010559,"Gene,Chu",Y
10559,w010560,"Kent,Hsu",Y
10560,w010561,"Skylar,Hsu",Y
10561,w010562,"Van,Wang",Y
10562,w010563,"Bert,Wu",Y
10563,w010564,"Irwin,Chou",Y
10564,w010565,"Kit,Chen",Y
10565,w010566,"Morgan,Cheng",Y
10566,w010567,"Randy,Li",Y
10567,w010568,"Nova,Chou",Y
10568,w010569,"Adolf,Chang",Y
10569,w010570,"Dwight,Chen",Y
10570,w010571,"Joshua,Li",Y
10571,w010572,"Nahum,Chao",Y
10572,w010573,"Abraham,Chao",Y
10573,w010574,"Wayne,Wang",Y
10574,w010575,"Lou,Chou",Y
10575,w010576,"Eugene,Li",Y
10576,w010577,"Larry,Hsu",Y
10577,w010578,"Larry,Wu",Y
10578,w010579,"Jackie,Chang",Y
10579,w010580,"Baldwin,Wang",Y
10580,w010581,"Carlton,Chen",Y
10581,w010582,"Hector,Chou",Y
10582,w010583,"Kirk,Chao",Y
10583,w010584,"Micky,Shen",Y
10584,w010585,"Brian,Wu",Y
10585,w010586,"Errol,Chang",Y
10586,w010587,"Kristen,Chen",Y
10587,w010588,"Anna,Shen",Y
10588,w010589,"Dermot,Wang",Y
10589,w010590,"Carmen,Cheng",Y
10590,w010591,"Candice,Chen",Y
10591,w010592,"Napoleon,Cheng",Y
10592,w010593,"Elsa,Li",Y
10593,w010594,"Edgar,Hsu",Y
10594,w010595,"Terence,Wu",Y
10595,w010596,"Carmen,Li",Y
10596,w010597,"Candice,Wang",Y
10597,w010598,"Aileen,Cheng",Y
10598,w010599,"Edgar,Wang",Y
10599,w010600,"Maud,Shen",Y
10600,w010601,"Linnea,Yang",Y
10601,w010602,"Dottie,Chang",Y
10602,w010603,"Eugene,Chen",Y
10603,w010604,"Clark,Wang",Y
10604,w010605,"Laban,Cheng",Y
10605,w010606,"Stanley,Hsu",Y
10606,w010607,"Eli,Chang",Y
10607,w010608,"Sophia,Wang",Y
10608,w010609,"Steve,Lu",Y
10609,w010610,"Cleo,Li",Y
10610,w010611,"Babs,Chang",Y
10611,w010612,"Kit,Hsu",Y
10612,w010613,"Aurora,Chen",Y
10613,w010614,"Gideon,Wang",Y
10614,w010615,"Bernard,Cheng",Y
10615,w010616,"Alden,Hsu",Y
10616,w010617,"Elva,Chou",Y
10617,w010618,"Donna,Hsu",Y
10618,w010619,"Dottie,Wu",Y
10619,w010620,"Kristen,Chang",Y
10620,w010621,"Gwen,Wu",Y
10621,w010622,"Babs,Wu",Y
10622,w010623,"Ira,Wang",Y
10623,w010624,"Clyde,Wu",Y
10624,w010625,"Natalie,Wu",Y
10625,w010626,"Theo,Wu",Y
10626,w010627,"Jed,Wu",Y
10627,w010628,"Dick,Hsu",Y
10628,w010629,"Bonny,Chao",Y
10629,w010630,"Caesar,Wang",Y
10630,w010631,"Kit,Yang",Y
10631,w010632,"Bonny,Chang",Y
10632,w010633,"Bernard,Wu",Y
10633,w010634,"Andy,Chang",Y
10634,w010635,"Jeremy,Yang",Y
10635,w010636,"Baldwin,Li",Y
10636,w010637,"Anna,Chu",Y
10637,w010638,"Wayne,Chao",Y
10638,w010639,"Dan,Chang",Y
10639,w010640,"Dominic,Chou",Y
10640,w010641,"George,Hsu",Y
10641,w010642,"Katharine,Chou",Y
10642,w010643,"Abraham,Chen",Y
10643,w010644,"Clyde,Cheng",Y
10644,w010645,"Willy,Chao",Y
10645,w010646,"Craig,Wang",Y
10646,w010647,"Bobby,Wu",Y
10647,w010648,"Bryan,Shen",Y
10648,w010649,"Will,Hsu",Y
10649,w010650,"Ivy,Wang",Y
10650,w010651,"Charles,Chang",Y
10651,w010652,"Willy,Hsu",Y
10652,w010653,"Doris,Wang",Y
10653,w010654,"Aurora,Wu",Y
10654,w010655,"Elaine,Wang",Y
10655,w010656,"Errol,Chou",Y
10656,w010657,"Robert,Chen",Y
10657,w010658,"Joshua,Hsu",Y
10658,w010659,"Eric,Wu",Y
10659,w010660,"Rob,Chu",Y
10660,w010661,"Helen,Shen",Y
10661,w010662,"Colin,Shen",Y
10662,w010663,"Gene,Wu",Y
10663,w010664,"Nova,Wu",Y
10664,w010665,"Russell,Chen",Y
10665,w010666,"Eric,Lu",Y
10666,w010667,"Adrian,Hsu",Y
10667,w010668,"Abraham,Li",Y
10668,w010669,"Cleo,Chao",Y
10669,w010670,"Carlton,Chao",Y
10670,w010671,"Don,Wang",Y
10671,w010672,"Allen,Chen",Y
10672,w010673,"Baldwin,Shen",Y
10673,w010674,"Aurora,Wang",Y
10674,w010675,"Babs,Wang",Y
10675,w010676,"Dwight,Wang",Y
10676,w010677,"Otto,Chen",Y
10677,w010678,"Jennifer,Wu",Y
10678,w010679,"Carlton,Chou",Y
10679,w010680,"Bradford,Hsu",Y
10680,w010681,"Candice,Yang",Y
10681,w010682,"Aurora,Shen",Y
10682,w010683,"Cleo,Wu",Y
10683,w010684,"Joshua,Lu",Y
10684,w010685,"Adrian,Shen",Y
10685,w010686,"Constant,Chou",Y
10686,w010687,"Eva,Chang",Y
10687,w010688,"Charles,Wu",Y
10688,w010689,"Doris,Yang",Y
10689,w010690,"Eliot,Wu",Y
10690,w010691,"Louis,Chou",Y
10691,w010692,"Eleanora,Chen",Y
10692,w010693,"Skylar,Chen",Y
10693,w010694,"Elaine,Li",Y
10694,w010695,"Dick,Wu",Y
10695,w010696,"Andy,Wu",Y
10696,w010697,"Alexis,Lu",Y
10697,w010698,"Charles,Cheng",Y
10698,w010699,"Abner,Li",Y
10699,w010700,"Abe,Wang",Y
10700,w010701,"Carmen,Chang",Y
10701,w010702,"Adrian,Shen",Y
10702,w010703,"Nahum,Wang",Y
10703,w010704,"Elva,Wu",Y
10704,w010705,"Burt,Chou",Y
10705,w010706,"Jessica,Wu",Y
10706,w010707,"Charles,Wu",Y
10707,w010708,"Abner,Chao",Y
10708,w010709,"Ivy,Wu",Y
10709,w010710,"Penny,Chao",Y
10710,w010711,"Wesley,Chen",Y
10711,w010712,"Edgar,Chu",Y
10712,w010713,"Kay,Chang",Y
10713,w010714,"Ella,Wu",Y
10714,w010715,"Eliot,Chen",Y
10715,w010716,"Jackie,Wu",Y
10716,w010717,"Kirk,Chen",Y
10717,w010718,"Anna,Li",Y
10718,w010719,"Dan,Hsu",Y
10719,w010720,"Irwin,Chou",Y
10720,w010721,"Daphne,Cheng",Y
10721,w010722,"Morgan,Shen",Y
10722,w010723,"Jeremy,Wang",Y
10723,w010724,"Ivy,Chang",Y
10724,w010725,"Nell,Shen",Y
10725,w010726,"Carlton,Chang",Y
